batch_id,medicine_id,medicine_name,expiry_date,quantity_vien,branch_id
B40,M15,Thuoc_M15,2027-05-21,1900,CN9
B41,M17,Thuoc_M17,2027-07-20,100,CN3
B42,M18,Thuoc_M18,2025-11-30,1600,CN4
B43,M2,Thuoc_M2,2027-07-24,300,CN7
B44,M20,Thuoc_M20,2026-09-14,400,CN1
B45,M27,Thuoc_M27,2026-04-16,1200,CN3
B46,M21,Thuoc_M21,2027-08-28,1800,CN10
B47,M12,Thuoc_M12,2026-09-03,1100,CN9
B48,M36,Thuoc_M36,2026-08-21,900,CN1
B49,M43,Thuoc_M43,2027-05-08,100,CN7
B50,M10,Thuoc_M10,2027-08-10,400,CN10
B51,M1,Thuoc_M1,2025-07-24,1000,CN4
B52,M41,Thuoc_M41,2025-09-17,1000,CN1
B53,M33,Thuoc_M33,2025-04-09,600,CN10
B54,M13,Thuoc_M13,2025-10-24,1400,CN3
B55,M24,Thuoc_M24,2027-02-25,1300,CN3
B56,M34,Thuoc_M34,2026-12-19,100,CN5
B57,M41,Thuoc_M41,2025-10-03,1500,CN5
B58,M24,Thuoc_M24,2025-06-05,1800,CN7
B59,M7,Thuoc_M7,2025-09-29,2000,CN6
B60,M22,Thuoc_M22,2026-12-26,1200,CN10
B61,M41,Thuoc_M41,2027-01-14,800,CN9
B62,M49,Thuoc_M49,2026-01-06,300,CN9
B63,M14,Thuoc_M14,2027-02-14,400,CN8
B64,M16,Thuoc_M16,2025-05-04,1700,CN9
B65,M24,Thuoc_M24,2026-02-26,600,CN9
B66,M48,Thuoc_M48,2027-03-21,1800,CN1
B67,M11,Thuoc_M11,2026-06-01,100,CN9
B68,M11,Thuoc_M11,2025-09-02,1300,CN7
B69,M41,Thuoc_M41,2027-02-15,200,CN10
B70,M17,Thuoc_M17,2025-09-24,1200,CN7
B71,M39,Thuoc_M39,2027-01-25,700,CN6
B72,M39,Thuoc_M39,2027-01-10,1100,CN4
B73,M37,Thuoc_M37,2027-05-02,2000,CN2
B74,M14,Thuoc_M14,2026-06-19,1300,CN8
B75,M5,Thuoc_M5,2025-04-04,2000,CN7
B76,M42,Thuoc_M42,2026-08-23,100,CN4
B77,M14,Thuoc_M14,2026-02-05,1600,CN5
B78,M30,Thuoc_M30,2027-07-15,1800,CN3
B79,M48,Thuoc_M48,2027-01-28,400,CN7
B80,M19,Thuoc_M19,2025-03-22,1000,CN3
B81,M9,Thuoc_M9,2027-07-07,1900,CN1
B82,M12,Thuoc_M12,2027-02-05,1800,CN5
B83,M16,Thuoc_M16,2025-10-23,200,CN2
B84,M35,Thuoc_M35,2025-12-13,400,CN8
B85,M28,Thuoc_M28,2027-03-08,900,CN4
B86,M23,Thuoc_M23,2027-04-22,700,CN10
B87,M26,Thuoc_M26,2027-01-10,900,CN8
B88,M12,Thuoc_M12,2027-02-22,600,CN2
B89,M39,Thuoc_M39,2025-12-14,2000,CN5
B90,M10,Thuoc_M10,2026-03-24,900,CN4
B91,M26,Thuoc_M26,2026-08-14,1900,CN7
B92,M32,Thuoc_M32,2027-05-12,1800,CN4
B93,M18,Thuoc_M18,2027-02-05,1400,CN1
B94,M18,Thuoc_M18,2025-07-02,900,CN10
B95,M46,Thuoc_M46,2025-03-22,1000,CN1
B96,M2,Thuoc_M2,2027-08-29,1600,CN2
B97,M32,Thuoc_M32,2026-02-14,1000,CN4
B98,M7,Thuoc_M7,2026-05-31,1900,CN7
B99,M5,Thuoc_M5,2025-03-27,1100,CN6
B100,M7,Thuoc_M7,2025-07-03,400,CN10
B101,M29,Thuoc_M29,2026-11-20,1900,CN7
B102,M16,Thuoc_M16,2026-06-03,2000,CN10
B103,M41,Thuoc_M41,2025-03-30,1700,CN4
B104,M43,Thuoc_M43,2026-11-23,700,CN6
B105,M15,Thuoc_M15,2026-09-23,700,CN1
B106,M3,Thuoc_M3,2027-08-17,1100,CN6
B107,M18,Thuoc_M18,2027-04-07,900,CN3
B108,M16,Thuoc_M16,2025-07-20,1700,CN7
B109,M22,Thuoc_M22,2025-10-25,1200,CN5
B110,M42,Thuoc_M42,2027-08-03,1400,CN1
B111,M8,Thuoc_M8,2027-05-14,2000,CN8
B112,M46,Thuoc_M46,2027-03-01,1500,CN2
B113,M18,Thuoc_M18,2025-12-11,500,CN3
B114,M39,Thuoc_M39,2026-11-03,100,CN9
B115,M17,Thuoc_M17,2027-06-20,700,CN7
B116,M39,Thuoc_M39,2026-09-22,1400,CN10
B117,M15,Thuoc_M15,2026-11-08,500,CN10
B118,M4,Thuoc_M4,2025-04-12,1700,CN2
B119,M22,Thuoc_M22,2027-06-08,900,CN9
B120,M34,Thuoc_M34,2025-04-16,500,CN7
B121,M3,Thuoc_M3,2027-05-08,1300,CN10
B122,M11,Thuoc_M11,2026-08-10,1400,CN4
B123,M38,Thuoc_M38,2026-06-27,1100,CN10
B124,M46,Thuoc_M46,2026-07-24,900,CN7
B125,M6,Thuoc_M6,2027-05-20,900,CN8
B126,M43,Thuoc_M43,2026-12-01,1200,CN1
B127,M6,Thuoc_M6,2026-07-28,100,CN7
B128,M15,Thuoc_M15,2025-12-25,2000,CN4
B129,M7,Thuoc_M7,2025-12-02,1500,CN10
B130,M44,Thuoc_M44,2027-05-07,800,CN3
B131,M38,Thuoc_M38,2026-05-10,1700,CN4
B132,M45,Thuoc_M45,2025-03-22,1200,CN1
B133,M16,Thuoc_M16,2026-09-25,900,CN1
B134,M15,Thuoc_M15,2027-04-11,1100,CN5
B135,M10,Thuoc_M10,2025-09-18,1100,CN4
B136,M22,Thuoc_M22,2027-08-08,400,CN5
B137,M42,Thuoc_M42,2027-06-20,1000,CN7
B138,M48,Thuoc_M48,2027-08-03,1400,CN5
B139,M48,Thuoc_M48,2027-03-14,300,CN6
B140,M48,Thuoc_M48,2027-02-07,1900,CN3
B141,M26,Thuoc_M26,2027-08-20,100,CN9
B142,M8,Thuoc_M8,2027-01-04,1100,CN9
B143,M19,Thuoc_M19,2026-12-04,200,CN7
B144,M48,Thuoc_M48,2026-10-08,1300,CN1
B145,M17,Thuoc_M17,2027-02-05,1100,CN1
B146,M43,Thuoc_M43,2025-08-19,1700,CN7
B147,M3,Thuoc_M3,2025-12-10,1900,CN10
B148,M22,Thuoc_M22,2025-07-05,1600,CN6
B149,M35,Thuoc_M35,2026-07-06,900,CN1
B150,M39,Thuoc_M39,2026-09-01,1100,CN7
B151,M39,Thuoc_M39,2027-01-27,100,CN10
B152,M29,Thuoc_M29,2026-04-01,1200,CN3
B153,M30,Thuoc_M30,2025-06-24,1800,CN1
B154,M46,Thuoc_M46,2027-02-19,200,CN8
B155,M40,Thuoc_M40,2026-12-20,700,CN2
B156,M49,Thuoc_M49,2026-02-08,500,CN8
B157,M46,Thuoc_M46,2025-12-19,1600,CN6
B158,M36,Thuoc_M36,2026-06-13,300,CN4
B159,M36,Thuoc_M36,2026-05-28,1300,CN3
B160,M50,Thuoc_M50,2025-11-14,400,CN3
B161,M28,Thuoc_M28,2025-11-12,1900,CN2
B162,M39,Thuoc_M39,2026-04-05,1400,CN7
B163,M28,Thuoc_M28,2025-04-24,900,CN7
B164,M48,Thuoc_M48,2025-11-09,100,CN1
B165,M43,Thuoc_M43,2025-05-15,400,CN1
B166,M50,Thuoc_M50,2025-12-11,1200,CN7
B167,M39,Thuoc_M39,2026-06-16,600,CN9
B168,M7,Thuoc_M7,2026-06-15,1300,CN4
B169,M33,Thuoc_M33,2027-01-19,600,CN4
B170,M47,Thuoc_M47,2025-05-14,2000,CN8
B171,M10,Thuoc_M10,2025-11-18,500,CN1
B172,M40,Thuoc_M40,2025-06-03,800,CN3
B173,M26,Thuoc_M26,2025-07-19,700,CN8
B174,M1,Thuoc_M1,2026-11-24,100,CN9
B175,M4,Thuoc_M4,2025-07-29,1100,CN10
B176,M48,Thuoc_M48,2027-01-14,2000,CN5
B177,M28,Thuoc_M28,2026-01-13,1400,CN8
B178,M4,Thuoc_M4,2025-09-11,1700,CN7
B179,M36,Thuoc_M36,2026-02-03,500,CN4
B180,M47,Thuoc_M47,2025-11-10,1100,CN5
B181,M18,Thuoc_M18,2026-03-06,200,CN3
B182,M17,Thuoc_M17,2026-10-16,200,CN4
B183,M41,Thuoc_M41,2026-06-03,1800,CN4
B184,M3,Thuoc_M3,2025-12-26,700,CN3
B185,M24,Thuoc_M24,2025-12-12,900,CN3
B186,M10,Thuoc_M10,2026-04-09,800,CN8
B187,M1,Thuoc_M1,2026-11-03,1500,CN2
B188,M35,Thuoc_M35,2026-10-03,900,CN9
B189,M36,Thuoc_M36,2027-06-17,2000,CN10
B190,M32,Thuoc_M32,2027-01-17,700,CN10
B191,M1,Thuoc_M1,2026-07-24,1700,CN2
B192,M11,Thuoc_M11,2026-04-17,800,CN2
B193,M30,Thuoc_M30,2026-04-04,100,CN6
B194,M47,Thuoc_M47,2027-02-12,1300,CN10
B195,M15,Thuoc_M15,2025-08-03,1600,CN10
B196,M12,Thuoc_M12,2025-05-04,200,CN1
B197,M19,Thuoc_M19,2025-12-06,1500,CN7
B198,M2,Thuoc_M2,2027-04-17,100,CN4
B199,M17,Thuoc_M17,2026-02-25,1300,CN10
B200,M32,Thuoc_M32,2026-01-13,700,CN4
B201,M7,Thuoc_M7,2025-06-21,600,CN1
B202,M24,Thuoc_M24,2025-03-18,400,CN1
B203,M3,Thuoc_M3,2027-01-21,1600,CN6
B204,M17,Thuoc_M17,2027-02-25,700,CN6
B205,M15,Thuoc_M15,2026-09-20,1700,CN3
B206,M16,Thuoc_M16,2027-02-14,1100,CN8
B207,M18,Thuoc_M18,2026-10-21,600,CN10
B208,M43,Thuoc_M43,2025-08-25,200,CN9
B209,M22,Thuoc_M22,2026-09-28,1400,CN10
B210,M31,Thuoc_M31,2026-10-09,1400,CN5
B211,M19,Thuoc_M19,2026-04-24,300,CN4
B212,M31,Thuoc_M31,2027-06-10,1400,CN9
B213,M3,Thuoc_M3,2026-12-03,700,CN3
B214,M14,Thuoc_M14,2025-12-16,900,CN2
B215,M3,Thuoc_M3,2027-03-18,1900,CN7
B216,M28,Thuoc_M28,2026-02-26,1900,CN6
B217,M34,Thuoc_M34,2026-01-31,1100,CN1
B218,M33,Thuoc_M33,2025-08-15,1300,CN3
B219,M30,Thuoc_M30,2026-06-17,800,CN7
B220,M10,Thuoc_M10,2025-12-10,100,CN3
B221,M5,Thuoc_M5,2026-02-14,2000,CN7
B222,M39,Thuoc_M39,2025-11-25,300,CN4
B223,M7,Thuoc_M7,2025-12-28,600,CN3
B224,M15,Thuoc_M15,2025-12-10,900,CN7
B225,M32,Thuoc_M32,2026-07-19,1400,CN9
B226,M6,Thuoc_M6,2027-02-28,2000,CN8
B227,M44,Thuoc_M44,2027-01-29,2000,CN5
B228,M6,Thuoc_M6,2026-10-19,1200,CN6
B229,M10,Thuoc_M10,2027-08-13,1800,CN9
B230,M5,Thuoc_M5,2027-03-11,1800,CN7
B231,M11,Thuoc_M11,2026-11-20,1700,CN8
B232,M33,Thuoc_M33,2025-11-16,900,CN4
B233,M11,Thuoc_M11,2025-09-14,1100,CN8
B234,M30,Thuoc_M30,2027-03-26,1200,CN10
B235,M38,Thuoc_M38,2026-06-06,300,CN3
B236,M4,Thuoc_M4,2026-11-19,1700,CN1
B237,M50,Thuoc_M50,2027-06-26,300,CN7
B238,M18,Thuoc_M18,2026-10-22,100,CN10
B239,M31,Thuoc_M31,2025-07-01,100,CN9
B240,M30,Thuoc_M30,2026-05-04,200,CN8
B241,M40,Thuoc_M40,2027-02-04,1400,CN4
B242,M12,Thuoc_M12,2027-05-04,1500,CN4
B243,M20,Thuoc_M20,2027-01-08,100,CN1
B244,M39,Thuoc_M39,2026-02-08,1800,CN5
B245,M24,Thuoc_M24,2025-05-28,1200,CN7
B246,M15,Thuoc_M15,2027-06-23,100,CN10
B247,M39,Thuoc_M39,2025-03-31,100,CN10
B248,M13,Thuoc_M13,2027-06-22,1200,CN8
B249,M28,Thuoc_M28,2026-01-04,700,CN2
B250,M16,Thuoc_M16,2027-05-26,2000,CN7
B251,M21,Thuoc_M21,2026-01-22,1000,CN5
B252,M45,Thuoc_M45,2027-06-01,600,CN2
B253,M41,Thuoc_M41,2027-03-23,900,CN10
B254,M32,Thuoc_M32,2026-08-27,400,CN9
B255,M36,Thuoc_M36,2027-06-20,300,CN3
B256,M40,Thuoc_M40,2027-05-01,1500,CN7
B257,M21,Thuoc_M21,2025-12-26,500,CN10
B258,M31,Thuoc_M31,2027-02-07,1500,CN2
B259,M46,Thuoc_M46,2027-07-30,900,CN7
B260,M29,Thuoc_M29,2025-08-04,1800,CN9
B261,M14,Thuoc_M14,2026-08-16,1000,CN10
B262,M38,Thuoc_M38,2026-07-03,1200,CN8
B263,M44,Thuoc_M44,2026-05-06,1300,CN5
B264,M43,Thuoc_M43,2025-05-24,1200,CN4
B265,M2,Thuoc_M2,2026-01-27,1700,CN6
B266,M1,Thuoc_M1,2027-06-14,800,CN2
B267,M14,Thuoc_M14,2025-05-08,300,CN9
B268,M4,Thuoc_M4,2027-08-19,1700,CN9
B269,M44,Thuoc_M44,2027-01-06,600,CN5
B270,M3,Thuoc_M3,2026-11-06,400,CN8
B271,M39,Thuoc_M39,2025-05-28,2000,CN8
B272,M36,Thuoc_M36,2027-08-17,500,CN5
B273,M29,Thuoc_M29,2026-06-20,700,CN9
B274,M19,Thuoc_M19,2026-04-09,400,CN9
B275,M8,Thuoc_M8,2027-08-26,1200,CN2
B276,M34,Thuoc_M34,2026-02-10,1100,CN9
B277,M30,Thuoc_M30,2027-04-09,1500,CN8
B278,M46,Thuoc_M46,2027-07-25,100,CN3
B279,M33,Thuoc_M33,2027-07-21,400,CN10
B280,M36,Thuoc_M36,2026-08-02,1700,CN1
B281,M21,Thuoc_M21,2025-05-08,600,CN7
B282,M49,Thuoc_M49,2027-07-04,200,CN1
B283,M11,Thuoc_M11,2027-06-04,1600,CN1
B284,M24,Thuoc_M24,2027-03-17,1200,CN1
B285,M19,Thuoc_M19,2026-08-24,600,CN9
B286,M21,Thuoc_M21,2027-01-05,900,CN4
B287,M17,Thuoc_M17,2026-06-22,400,CN9
B288,M35,Thuoc_M35,2025-07-19,1300,CN1
B289,M20,Thuoc_M20,2025-06-04,2000,CN4
B290,M25,Thuoc_M25,2025-09-06,1100,CN7
B291,M4,Thuoc_M4,2026-11-25,600,CN10
B292,M2,Thuoc_M2,2027-03-05,400,CN9
B293,M24,Thuoc_M24,2027-07-06,1800,CN6
B294,M32,Thuoc_M32,2026-10-15,1400,CN8
B295,M15,Thuoc_M15,2026-07-30,1000,CN6
B296,M50,Thuoc_M50,2026-09-15,1900,CN1
B297,M17,Thuoc_M17,2025-10-29,300,CN5
B298,M3,Thuoc_M3,2027-06-08,900,CN10
B299,M45,Thuoc_M45,2027-07-10,1900,CN8
B300,M20,Thuoc_M20,2025-05-21,1200,CN10
B301,M28,Thuoc_M28,2026-10-22,1800,CN2
B302,M41,Thuoc_M41,2027-03-23,2000,CN10
B303,M11,Thuoc_M11,2026-02-16,2000,CN1
B304,M38,Thuoc_M38,2027-02-02,1000,CN9
B305,M11,Thuoc_M11,2025-08-18,800,CN10
B306,M5,Thuoc_M5,2026-03-16,600,CN7
B307,M20,Thuoc_M20,2027-04-16,1500,CN10
B308,M41,Thuoc_M41,2025-10-30,1100,CN6
B309,M13,Thuoc_M13,2026-03-05,100,CN9
B310,M44,Thuoc_M44,2025-06-01,1300,CN6
B311,M10,Thuoc_M10,2026-04-28,300,CN10
B312,M3,Thuoc_M3,2026-07-23,200,CN8
B313,M43,Thuoc_M43,2026-06-29,200,CN5
B314,M3,Thuoc_M3,2027-05-07,600,CN1
B315,M22,Thuoc_M22,2027-05-22,1800,CN9
B316,M49,Thuoc_M49,2025-09-26,1400,CN5
B317,M26,Thuoc_M26,2026-03-04,1600,CN9
B318,M37,Thuoc_M37,2027-03-02,1500,CN10
B319,M3,Thuoc_M3,2026-12-07,1400,CN10
B320,M7,Thuoc_M7,2026-06-08,400,CN2
B321,M18,Thuoc_M18,2025-11-24,300,CN4
B322,M19,Thuoc_M19,2027-05-27,1900,CN6
B323,M39,Thuoc_M39,2027-09-01,1600,CN5
B324,M33,Thuoc_M33,2026-09-23,2000,CN3
B325,M23,Thuoc_M23,2025-04-06,1100,CN7
B326,M22,Thuoc_M22,2025-04-10,100,CN8
B327,M33,Thuoc_M33,2026-12-16,1500,CN3
B328,M48,Thuoc_M48,2026-11-07,600,CN3
B329,M9,Thuoc_M9,2026-10-09,100,CN10
B330,M39,Thuoc_M39,2027-05-21,700,CN7
B331,M35,Thuoc_M35,2027-08-10,1600,CN2
B332,M41,Thuoc_M41,2026-06-03,1700,CN1
B333,M39,Thuoc_M39,2026-08-30,200,CN9
B334,M29,Thuoc_M29,2027-08-14,1200,CN3
B335,M43,Thuoc_M43,2026-10-25,1600,CN3
B336,M44,Thuoc_M44,2027-01-24,1500,CN9
B337,M7,Thuoc_M7,2027-02-05,1700,CN4
B338,M9,Thuoc_M9,2025-05-11,900,CN1
B339,M39,Thuoc_M39,2026-05-02,1500,CN8
B340,M33,Thuoc_M33,2027-01-29,1300,CN6
B341,M34,Thuoc_M34,2027-03-10,1200,CN1
B342,M44,Thuoc_M44,2026-04-10,300,CN5
B343,M18,Thuoc_M18,2026-11-05,1400,CN2
B344,M7,Thuoc_M7,2026-07-03,2000,CN2
B345,M31,Thuoc_M31,2026-08-28,700,CN5
B346,M38,Thuoc_M38,2026-11-29,500,CN8
B347,M23,Thuoc_M23,2027-06-26,900,CN4
B348,M41,Thuoc_M41,2027-07-28,400,CN9
B349,M37,Thuoc_M37,2025-06-02,1100,CN6
B350,M48,Thuoc_M48,2025-12-25,1800,CN6
B351,M47,Thuoc_M47,2026-01-07,500,CN3
B352,M39,Thuoc_M39,2026-08-17,1100,CN2
B353,M44,Thuoc_M44,2025-05-11,1900,CN7
B354,M31,Thuoc_M31,2025-11-23,1200,CN1
B355,M32,Thuoc_M32,2027-03-23,1000,CN8
B356,M5,Thuoc_M5,2027-06-16,1500,CN6
B357,M48,Thuoc_M48,2025-05-14,1700,CN2
B358,M46,Thuoc_M46,2026-12-13,900,CN3
B359,M37,Thuoc_M37,2026-10-31,400,CN1
B360,M34,Thuoc_M34,2025-07-15,300,CN9
B361,M7,Thuoc_M7,2026-12-15,2000,CN5
B362,M48,Thuoc_M48,2025-11-22,1700,CN9
B363,M7,Thuoc_M7,2027-03-28,1700,CN4
B364,M3,Thuoc_M3,2025-09-29,1300,CN6
B365,M37,Thuoc_M37,2025-10-07,600,CN3
B366,M48,Thuoc_M48,2026-10-05,800,CN5
B367,M1,Thuoc_M1,2027-05-14,1300,CN6
B368,M18,Thuoc_M18,2026-09-23,800,CN9
B369,M25,Thuoc_M25,2027-03-20,1500,CN6
B370,M6,Thuoc_M6,2025-07-15,1600,CN4
B371,M27,Thuoc_M27,2025-08-28,1500,CN7
B372,M46,Thuoc_M46,2025-11-21,300,CN4
B373,M3,Thuoc_M3,2026-07-18,1200,CN8
B374,M39,Thuoc_M39,2025-07-28,400,CN1
B375,M49,Thuoc_M49,2026-12-08,200,CN8
B376,M19,Thuoc_M19,2027-04-12,600,CN4
B377,M37,Thuoc_M37,2025-10-14,2000,CN10
B378,M45,Thuoc_M45,2027-06-08,1700,CN1
B379,M21,Thuoc_M21,2026-06-12,500,CN1
B380,M36,Thuoc_M36,2027-04-06,1500,CN9
B381,M44,Thuoc_M44,2025-07-09,100,CN3
B382,M43,Thuoc_M43,2027-03-31,1200,CN9
B383,M33,Thuoc_M33,2026-12-25,800,CN9
B384,M29,Thuoc_M29,2026-01-30,1000,CN8
B385,M2,Thuoc_M2,2026-09-17,700,CN3
B386,M20,Thuoc_M20,2025-04-25,100,CN5
B387,M50,Thuoc_M50,2026-02-12,1200,CN8
B388,M38,Thuoc_M38,2027-06-26,1100,CN9
B389,M22,Thuoc_M22,2026-03-01,1800,CN6
B390,M4,Thuoc_M4,2025-10-11,900,CN10
B391,M30,Thuoc_M30,2025-11-13,1500,CN9
B392,M17,Thuoc_M17,2027-08-24,700,CN9
B393,M14,Thuoc_M14,2027-03-31,400,CN3
B394,M1,Thuoc_M1,2025-05-16,300,CN4
B395,M29,Thuoc_M29,2026-12-10,1500,CN7
B396,M40,Thuoc_M40,2026-07-29,1500,CN2
B397,M36,Thuoc_M36,2026-10-21,1500,CN9
B398,M3,Thuoc_M3,2025-08-28,1700,CN5
B399,M44,Thuoc_M44,2027-08-14,1800,CN7
B400,M13,Thuoc_M13,2027-03-26,1400,CN3
B401,M30,Thuoc_M30,2027-01-28,600,CN8
B402,M9,Thuoc_M9,2027-04-08,2000,CN1
B403,M41,Thuoc_M41,2026-12-25,400,CN8
B404,M16,Thuoc_M16,2027-01-28,100,CN6
B405,M49,Thuoc_M49,2026-10-13,400,CN1
B406,M30,Thuoc_M30,2027-05-18,1000,CN2
B407,M14,Thuoc_M14,2025-12-28,1000,CN7
B408,M42,Thuoc_M42,2026-03-06,900,CN7
B409,M23,Thuoc_M23,2026-06-12,600,CN9
B410,M8,Thuoc_M8,2025-10-25,600,CN9
B411,M27,Thuoc_M27,2025-06-24,400,CN7
B412,M47,Thuoc_M47,2026-03-29,300,CN9
B413,M28,Thuoc_M28,2025-07-15,1300,CN10
B414,M2,Thuoc_M2,2026-11-04,800,CN4
B415,M1,Thuoc_M1,2026-04-20,1100,CN7
B416,M2,Thuoc_M2,2025-08-30,1000,CN8
B417,M34,Thuoc_M34,2025-03-27,2000,CN7
B418,M32,Thuoc_M32,2025-11-18,700,CN10
B419,M30,Thuoc_M30,2026-09-15,1900,CN1
B420,M33,Thuoc_M33,2025-05-19,1600,CN6
B421,M28,Thuoc_M28,2027-03-11,100,CN4
B422,M43,Thuoc_M43,2025-11-26,1700,CN4
B423,M45,Thuoc_M45,2025-06-05,500,CN6
B424,M14,Thuoc_M14,2026-01-18,100,CN6
B425,M13,Thuoc_M13,2027-06-19,400,CN4
B426,M17,Thuoc_M17,2026-04-26,1000,CN7
B427,M35,Thuoc_M35,2027-03-19,900,CN8
B428,M27,Thuoc_M27,2025-08-12,400,CN10
B429,M33,Thuoc_M33,2027-08-07,100,CN4
B430,M41,Thuoc_M41,2027-03-22,1100,CN3
B431,M45,Thuoc_M45,2025-12-12,1200,CN10
B432,M30,Thuoc_M30,2027-04-02,1200,CN6
B433,M17,Thuoc_M17,2026-05-09,100,CN5
B434,M23,Thuoc_M23,2027-03-29,800,CN9
B435,M21,Thuoc_M21,2025-03-23,200,CN6
B436,M48,Thuoc_M48,2027-04-21,800,CN1
B437,M6,Thuoc_M6,2026-08-23,100,CN6
B438,M22,Thuoc_M22,2026-06-21,1300,CN3
B439,M33,Thuoc_M33,2025-12-02,1500,CN9
B440,M20,Thuoc_M20,2026-11-05,100,CN8
B441,M22,Thuoc_M22,2026-10-13,1200,CN9
B442,M48,Thuoc_M48,2025-07-13,300,CN6
B443,M33,Thuoc_M33,2025-08-01,1300,CN6
B444,M6,Thuoc_M6,2025-06-15,1500,CN4
B445,M45,Thuoc_M45,2026-06-13,800,CN6
B446,M32,Thuoc_M32,2027-06-10,700,CN2
B447,M16,Thuoc_M16,2026-10-11,1500,CN2
B448,M50,Thuoc_M50,2026-11-30,1900,CN9
B449,M7,Thuoc_M7,2026-06-25,1300,CN7
B450,M50,Thuoc_M50,2026-12-21,1300,CN9
B451,M43,Thuoc_M43,2025-05-12,1100,CN10
B452,M27,Thuoc_M27,2027-06-28,900,CN1
B453,M39,Thuoc_M39,2025-09-21,2000,CN7
B454,M33,Thuoc_M33,2027-08-28,1800,CN3
B455,M35,Thuoc_M35,2025-09-10,2000,CN3
B456,M50,Thuoc_M50,2026-02-26,200,CN6
B457,M13,Thuoc_M13,2027-08-12,1600,CN7
B458,M49,Thuoc_M49,2026-03-04,1000,CN7
B459,M14,Thuoc_M14,2026-10-31,400,CN8
B460,M43,Thuoc_M43,2025-06-06,1500,CN9
B461,M28,Thuoc_M28,2026-05-24,1500,CN9
B462,M37,Thuoc_M37,2027-01-15,1300,CN2
B463,M25,Thuoc_M25,2027-08-09,600,CN10
B464,M18,Thuoc_M18,2027-05-25,300,CN4
B465,M45,Thuoc_M45,2027-07-17,500,CN5
B466,M37,Thuoc_M37,2025-11-27,800,CN8
B467,M8,Thuoc_M8,2026-07-16,1600,CN6
B468,M4,Thuoc_M4,2027-01-21,1500,CN3
B469,M25,Thuoc_M25,2026-08-23,600,CN6
B470,M35,Thuoc_M35,2026-03-29,1600,CN7
B471,M43,Thuoc_M43,2027-04-13,900,CN4
B472,M26,Thuoc_M26,2027-06-11,1300,CN3
B473,M26,Thuoc_M26,2027-02-08,1900,CN9
B474,M30,Thuoc_M30,2026-04-01,1700,CN3
B475,M48,Thuoc_M48,2025-07-16,600,CN10
B476,M20,Thuoc_M20,2026-04-18,1100,CN4
B477,M36,Thuoc_M36,2026-07-27,100,CN1
B478,M29,Thuoc_M29,2026-10-23,400,CN6
B479,M6,Thuoc_M6,2027-04-17,400,CN5
B480,M42,Thuoc_M42,2025-07-31,1200,CN10
B481,M39,Thuoc_M39,2025-04-24,1900,CN2
B482,M2,Thuoc_M2,2026-06-16,800,CN1
B483,M30,Thuoc_M30,2027-08-18,1900,CN8
B484,M47,Thuoc_M47,2025-07-05,700,CN9
B485,M38,Thuoc_M38,2025-04-10,1100,CN2
B486,M42,Thuoc_M42,2027-06-16,700,CN2
B487,M37,Thuoc_M37,2026-01-15,2000,CN3
